title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
The Family Plan,"['Action', 'Comedy']",2023.0,0.7262,"assassin, las vegas, family, duringcreditsstinger, hidden identity, family trip, father son relationship, roadtrip, former soldier, cheerful, optimistic",Simon Cellan Jones,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",https://image.tmdb.org/t/p/w500/jLLtx3nTRSLGPAKl4RoIv1FbEBr.jpg,https://www.youtube.com/watch?v=ns8weNznn1Y,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poor Things,"['Science Fiction', 'Romance', 'Comedy']",2023.0,0.7727,Unknown,Yorgos Lanthimos,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",https://image.tmdb.org/t/p/w500/kCGlIMHnOm8JPXq3rXM6c5wMxcT.jpg,https://www.youtube.com/watch?v=-EfYJWRw2FM,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fall,['Thriller'],2022.0,0.7162000000000001,"hallucination, stranded, tower, free climbing, sport climbing, adrenaline junkie, dehydration, absurd, survival thriller",Scott Mann,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",https://image.tmdb.org/t/p/w500/v28T5F1IygM8vXWZIycfNEm3xcL.jpg,https://www.youtube.com/watch?v=FNk7Cu4sJOs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
It's a Wonderful Life,"['Drama', 'Family', 'Fantasy']",1946.0,0.8272,"small town, angel, suicide attempt, holiday, bank, great depression, family business , nervous breakdown, old house, newlywed, magic realism, told in flashback, alternative reality, guardian angel, high school dance, christmas, sincere",Frank Capra,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",https://image.tmdb.org/t/p/w500/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,https://www.youtube.com/watch?v=iLR3gZrU2Xo,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Gran Turismo,"['Adventure', 'Action', 'Drama']",2023.0,0.7808,"sports, based on true story, racing, based on video game, duringcreditsstinger, exhilarated",Neill Blomkamp,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,https://image.tmdb.org/t/p/w500/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,https://www.youtube.com/watch?v=ZCYHn8mvyF8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarface,"['Action', 'Crime', 'Drama']",1983.0,0.8165,"corruption, sibling relationship, miami, florida, cuba, loss of loved one, gangster, cocaine, rise and fall, remake, drug cartel, mafia, drug lord, bitterness, rise to power, miami beach, cuban refugees, drug war, frightened, inflammatory",Brian De Palma,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",https://image.tmdb.org/t/p/w500/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,https://www.youtube.com/watch?v=lZMIrD36MG8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Constantine,"['Fantasy', 'Action', 'Horror']",2005.0,0.7095,"self sacrifice, angel, christianity, confession, superhero, supernatural, exorcism, archangel gabriel, holy water, redemption, based on comic, lucifer, demon, occult, macabre, aftercreditsstinger, mysticism, supernatural power, good versus evil",Francis Lawrence,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",https://image.tmdb.org/t/p/w500/vPYgvd2MwHlxTamAOjwVQp4qs1W.jpg,https://www.youtube.com/watch?v=inKKja-rbXU,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Toy Story 3,"['Animation', 'Family', 'Comedy']",2010.0,0.78,"escape, hostage, college, villain, sequel, buddy, daycare, teddy bear, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life, backstory, история игрушек pixar",Lee Unkrich,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",https://image.tmdb.org/t/p/w500/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda,"['Action', 'Adventure', 'Animation', 'Family', 'Comedy']",2008.0,0.73,"martial arts, kung fu, strong woman, china, tiger, bravery, restaurant, villain, shop, panda, sensei, anthropomorphism, fighting, master, destiny, crane, aftercreditsstinger, wuxia, monkey warrior, philosophical, viper, inspirational, lighthearted",Mark Osborne,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",https://image.tmdb.org/t/p/w500/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,https://www.youtube.com/watch?v=TD0YUZw_oHY,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Through My Window: Across the Sea,"['Romance', 'Drama', 'Comedy']",2023.0,0.6537000000000001,"based on novel or book, sequel, real life, young couple, love problems",Marçal Forés,"After a year of long-distance, Raquel and Ares reunite on a steamy beach trip. Faced with fresh flirtations and insecurities, will their love prevail?",https://image.tmdb.org/t/p/w500/6GyzbZf1MsXfrDWTnNXrzwr6G9q.jpg,https://www.youtube.com/watch?v=5LvVaQPNqHU,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Eternal Sunshine of the Spotless Mind,"['Science Fiction', 'Drama', 'Romance']",2004.0,0.81,"new york city, regret, jealousy, deja vu, amnesia, dream, operation, relationship problems, love, memory, brainwashing, relationship, heartbreak, nonlinear timeline, 2000s, sentimental, appreciative",Michel Gondry,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",https://image.tmdb.org/t/p/w500/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,https://www.youtube.com/watch?v=yE-f1alkq9I,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
American Sniper,"['War', 'Action']",2014.0,0.7426,"sniper, based on novel or book, biography, iraq, u.s. navy seal, iraq war, u.s. soldier, u.s. marine, 9/11, pack, guns",Clint Eastwood,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",https://image.tmdb.org/t/p/w500/vJgtfUmZE5i4L12sOryAPuBa04K.jpg,https://www.youtube.com/watch?v=iq7smHSQPho,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pushpa: The Rise,"['Action', 'Drama', 'Thriller']",2021.0,0.7000000000000001,"rags to riches, smugglers, sandalwood",Sukumar,"Pushpa Raj is a coolie who rises in the world of red sandalwood smuggling. Along the way, he doesn’t shy from making an enemy or two.",https://image.tmdb.org/t/p/w500/r1yAzVQNbCbPTbB3GZFour9Qr0t.jpg,https://www.youtube.com/watch?v=ou6h-22tMnA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Incredibles,"['Action', 'Adventure', 'Animation', 'Family']",2004.0,0.77,"hero, secret identity, superhero, villain, family relationships, super power, supervillain, 1950s, 1960s, superhero family",Brad Bird,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",https://image.tmdb.org/t/p/w500/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,https://www.youtube.com/watch?v=sJCjKQQOqT0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Queer,"['Drama', 'Romance']",2024.0,0.5599999999999999,Unknown,Luca Guadagnino,"In 1950s Mexico City, William Lee, an American expat in his late forties, leads a solitary life amidst a small American community. However, the arrival in town of Eugene Allerton, a young student, stirs William into finally establishing a meaningful connection with someone.",https://image.tmdb.org/t/p/w500/riniZjC8cuDIdECpDw5rzENraWy.jpg,https://www.youtube.com/watch?v=3ZtwsbxryMk,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Green Mile,"['Fantasy', 'Drama', 'Crime']",1999.0,0.8506,"mentally disabled, based on novel or book, southern usa, psychopath, death row, jail guard, supernatural, great depression, prison guard, jail, electric chair, torture, magic realism, healing, hopeless, grim, 1930s, abuse of power, inspirational, authoritarian, demeaning, pessimistic",Frank Darabont,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",https://image.tmdb.org/t/p/w500/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,https://www.youtube.com/watch?v=Bg7epsq0OIQ,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Shutter Island,"['Drama', 'Thriller', 'Mystery']",2010.0,0.82,"island, based on novel or book, hurricane, investigation, u.s. marshal, conspiracy theory, psychiatric hospital, psychological thriller, whodunit, neo-noir, 1950s, admiring",Martin Scorsese,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",https://image.tmdb.org/t/p/w500/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,https://www.youtube.com/watch?v=qdPw9x9h5CY,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Jigra,"['Crime', 'Drama', 'Thriller']",2024.0,0.5900000000000001,Unknown,Vasan Bala,"When Ankur is wrongfully imprisoned and sentenced to death in a foreign country, his steely sister Satya is driven by a lethal resolve to break him free.",https://image.tmdb.org/t/p/w500/mhnT27mgtiMNowOhAlMWSqBoSyb.jpg,https://www.youtube.com/watch?v=JmEy8uid_Hk,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Bullet Train,"['Action', 'Comedy', 'Thriller']",2022.0,0.7449,"mission, japan, assassin, based on novel or book, train, luck, deadly snake, duringcreditsstinger",David Leitch,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",https://image.tmdb.org/t/p/w500/tVxDe01Zy3kZqaZRNiXFGDICdZk.jpg,https://www.youtube.com/watch?v=EGeJczJvWns,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Whiplash,"['Drama', 'Music']",2014.0,0.8400000000000001,"new york city, concert, jazz, musician, obsession, music teacher, conservatory, drums, montage, perfectionist, perfection, public humiliation, jazz band, young adult, music school, based on short, drummer",Damien Chazelle,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg,https://www.youtube.com/watch?v=Q7kZy3T6vRM,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Operation Undead,"['Horror', 'Action', 'Drama']",2024.0,0.32000000000000006,Unknown,Kongkiat Khomsiri,"Set during Thailand's traumatic WWII involvement, a Japan-engineered chemical weapon creates a voracious superhuman horde of Thai soldiers leaving a blood-soaked path of ultra-violence and destruction.",https://image.tmdb.org/t/p/w500/rs10lMBnJFnJX1Y7MYpyB8JiNAF.jpg,https://www.youtube.com/watch?v=tWffHuVapyQ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
A Royal Date for Christmas,"['Romance', 'Comedy', 'TV Movie']",2023.0,0.5900000000000001,christmas,Bradley Walsh,"Bella Sparks, owner of Bella’s Boutique, takes on a demanding new client named Stefan, who needs to be outfitted for a week of high-stakes meetings and events after his luggage goes missing. Imagine Bella’s reaction when she accidentally discovers Stefan is actually Stefan William Francis Brown, the Duke of Tangford.",https://image.tmdb.org/t/p/w500/hirAgrKOkqhArsRI83KszcLnGpo.jpg,https://www.youtube.com/watch?v=qw4hS2-sjVs,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Men in Black: International,"['Comedy', 'Science Fiction', 'Action']",2019.0,0.5913,"london, england, paris, france, secret organization, sahara desert, based on comic, sequel, co-workers relationship, alien invasion, brooklyn, new york city, eiffel tower, paris, buddy cop, alien friendship, weapons trafficking, marrakesh, morocco",F. Gary Gray,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",https://image.tmdb.org/t/p/w500/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,https://www.youtube.com/watch?v=F3lJwV7ZIIk,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cruel Intentions,"['Drama', 'Romance']",1999.0,0.68,Unknown,Roger Kumble,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",https://image.tmdb.org/t/p/w500/76cCsRtQ5MJBAqoigojXsLXLJwh.jpg,https://www.youtube.com/watch?v=UzlKsS-IhEo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Fast X: Part 2,"['Action', 'Crime', 'Thriller']",,0.0,"sequel, racing, family, cars",Louis Leterrier,"The eleventh installment in The Fast Saga, which is a direct sequel to ""Fast X"".",https://image.tmdb.org/t/p/w500/lD8V3DBban95Mxz4sjuA81Tw771.jpg,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GoodFellas,"['Drama', 'Crime']",1990.0,0.8456,"prison, florida, new york city, based on novel or book, gangster, mass murder, drug trafficking, 1970s, irish-american, gore, biography, based on true story, murder, organized crime, mafia, brooklyn, new york city, crime epic, tampa, florida",Martin Scorsese,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",https://image.tmdb.org/t/p/w500/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,https://www.youtube.com/watch?v=PTBRNXGQR9Q,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
King of Killers,"['Action', 'Thriller']",2023.0,0.65,Unknown,Kevin Grevioux,"Garan is a part of a group of international hitmen who are contracted to take out the most dangerous killer in the world, only to find out that they're the ones being hunted.",https://image.tmdb.org/t/p/w500/x5AreOAgkTBzUSL58o4jsYortw2.jpg,https://www.youtube.com/watch?v=_JXRDQw7EMw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Wars: The Last Jedi,"['Adventure', 'Action', 'Science Fiction']",2017.0,0.68,"bunker, space battle, defeat, failure, sequel, space opera, military operation",Rian Johnson,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",https://image.tmdb.org/t/p/w500/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,https://www.youtube.com/watch?v=Q0CbN8sfihY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cinderella,"['Family', 'Fantasy', 'Animation', 'Romance']",1950.0,0.7040000000000001,"princess, based on novel or book, loss of loved one, mouse, ball, fairy, prince, villain, musical, midnight, love, orphan, family, female villain, evil stepmother, stepsister, fairy godmother, cendrillon",Clyde Geronimi,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",https://image.tmdb.org/t/p/w500/4nssBcQUBadCTBjrAkX46mVEKts.jpg,https://www.youtube.com/watch?v=yyDJWRMSeTw,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
